STT,Mã t?nh (BNV),Tên t?nh/TP m?i,Mã t?nh (TMS),Mã Qu?n huy?n TMS (c?) CQT ?ã rà soát,Tên Qu?n huy?n TMS (c?),S? t? t?ng,Mã ph??ng/xã m?i ,Tên Ph??ng/Xã m?i,Tr?ng thái rà soát cu?i,
2582,28,T?nh ??ng Nai,713,71308,Huy?n Tr?ng Bom,19,71308019,Xã Bàu Hàm,,
2583,28,T?nh ??ng Nai,713,71308,Huy?n Tr?ng Bom,20,71308020,Xã H?ng Th?nh,,
2584,28,T?nh ??ng Nai,713,71309,Huy?n Th?ng Nh?t,21,71309021,Xã D?u Giây,,
2585,28,T?nh ??ng Nai,713,71309,Huy?n Th?ng Nh?t,22,71309022,Xã Gia Ki?m,,
2586,28,T?nh ??ng Nai,713,71305,Huy?n ??nh Quán,23,71305023,Xã Th?ng Nh?t,,
2587,28,T?nh ??ng Nai,713,71302,Thành ph? Long khánh,24,71302024,Ph??ng Bình L?c,,
2588,28,T?nh ??ng Nai,713,71302,Thành ph? Long khánh,25,71302025,Ph??ng B?o Vinh,,
2589,28,T?nh ??ng Nai,713,71302,Thành ph? Long khánh,26,71302026,Ph??ng Xuân L?p,,
2590,28,T?nh ??ng Nai,713,71302,Thành ph? Long khánh,27,71302027,Ph??ng Long Khánh,,
2591,28,T?nh ??ng Nai,713,71302,Thành ph? Long khánh,28,71302028,Ph??ng Hàng Gòn,,
2592,28,T?nh ??ng Nai,713,71311,Huy?n C?m M?,29,71311029,Xã Xuân Qu?,,
2593,28,T?nh ??ng Nai,713,71311,Huy?n C?m M?,30,71311030,Xã Xuân ???ng,,
2594,28,T?nh ??ng Nai,713,71311,Huy?n C?m M?,31,71311031,Xã C?m M?,,
2595,28,T?nh ??ng Nai,713,71311,Huy?n C?m M?,32,71311032,Xã Sông Ray,,
2596,28,T?nh ??ng Nai,713,71311,Huy?n C?m M?,33,71311033,Xã Xuân ?ông,,
2597,28,T?nh ??ng Nai,713,71313,Huy?n Xuân L?c,34,71313034,Xã Xuân ??nh,,
2598,28,T?nh ??ng Nai,713,71313,Huy?n Xuân L?c,35,71313035,Xã Xuân Phú,,
2599,28,T?nh ??ng Nai,713,71313,Huy?n Xuân L?c,36,71313036,Xã Xuân L?c,,
2600,28,T?nh ??ng Nai,713,71313,Huy?n Xuân L?c,37,71313037,Xã Xuân Hoà,,
2601,28,T?nh ??ng Nai,713,71313,Huy?n Xuân L?c,38,71313038,Xã Xuân Thành,,
2602,28,T?nh ??ng Nai,713,71313,Huy?n Xuân L?c,39,71313039,Xã Xuân B?c,,
2603,28,T?nh ??ng Nai,713,71305,Huy?n ??nh Quán,40,71305040,Xã La Ngà,,
2604,28,T?nh ??ng Nai,713,71305,Huy?n ??nh Quán,41,71305041,Xã ??nh Quán,,
2605,28,T?nh ??ng Nai,713,71305,Huy?n ??nh Quán,42,71305042,Xã Phú Vinh,,
2606,28,T?nh ??ng Nai,713,71305,Huy?n ??nh Quán,43,71305043,Xã Phú Hoà,,
2607,28,T?nh ??ng Nai,713,71303,Huy?n Tân Phú,44,71303044,Xã Tà Lài,,
2608,28,T?nh ??ng Nai,713,71303,Huy?n Tân Phú,45,71303045,Xã Nam Cát Tiên,,
2609,28,T?nh ??ng Nai,713,71303,Huy?n Tân Phú,46,71303046,Xã Tân Phú,,
2610,28,T?nh ??ng Nai,713,71303,Huy?n Tân Phú,47,71303047,Xã Phú Lâm,,
2611,28,T?nh ??ng Nai,713,71307,Huy?n V?nh C?u,48,71307048,Xã Tr? An,,
2612,28,T?nh ??ng Nai,713,71307,Huy?n V?nh C?u,49,71307049,Xã Tân An,,
2613,28,T?nh ??ng Nai,713,71307,Huy?n V?nh C?u,50,71307050,Ph??ng Tân Tri?u,,
2614,28,T?nh ??ng Nai,713,70710,Huy?n Ch?n Thành,51,70710051,Ph??ng Minh H?ng,,
2615,28,T?nh ??ng Nai,713,70710,Huy?n Ch?n Thành,52,70710052,Ph??ng Ch?n Thành,,
2616,28,T?nh ??ng Nai,713,70710,Huy?n Ch?n Thành,53,70710053,Xã Nha Bích,,
2617,28,T?nh ??ng Nai,713,70713,Huy?n H?n Qu?n,54,70713054,Xã Tân Quan,,
2618,28,T?nh ??ng Nai,713,70713,Huy?n H?n Qu?n,55,70713055,Xã Tân H?ng,,
2619,28,T?nh ??ng Nai,713,70713,Huy?n H?n Qu?n,56,70713056,Xã Tân Khai,,
2620,28,T?nh ??ng Nai,713,70713,Huy?n H?n Qu?n,57,70713057,Xã Minh ??c,,
2621,28,T?nh ??ng Nai,713,70709,Th? xã Bình Long,58,70709058,Ph??ng Bình Long,,
2622,28,T?nh ??ng Nai,713,70709,Th? xã Bình Long,59,70709059,Ph??ng An L?c,,
2623,28,T?nh ??ng Nai,713,70705,Huy?n L?c Ninh,60,70705060,Xã L?c Thành,,
2624,28,T?nh ??ng Nai,713,70705,Huy?n L?c Ninh,61,70705061,Xã L?c Ninh,,
2625,28,T?nh ??ng Nai,713,70705,Huy?n L?c Ninh,62,70705062,Xã L?c H?ng,,
2626,28,T?nh ??ng Nai,713,70705,Huy?n L?c Ninh,63,70705063,Xã L?c T?n,,
2627,28,T?nh ??ng Nai,713,70705,Huy?n L?c Ninh,64,70705064,Xã L?c Th?nh,,
2628,28,T?nh ??ng Nai,713,70705,Huy?n L?c Ninh,65,70705065,Xã L?c Quang,,
2629,28,T?nh ??ng Nai,713,70706,Huy?n Bù ??p,66,70706066,Xã Tân Ti?n,,
2630,28,T?nh ??ng Nai,713,70706,Huy?n Bù ??p,67,70706067,Xã Thi?n H?ng,,
2631,28,T?nh ??ng Nai,713,70706,Huy?n Bù ??p,68,70706068,Xã H?ng Ph??c,,
2632,28,T?nh ??ng Nai,713,70715,Huy?n Bù Gia M?p,69,70715069,Xã Phú Ngh?a,,
2633,28,T?nh ??ng Nai,713,70715,Huy?n Bù Gia M?p,70,70715070,Xã ?a Kia,,
2634,28,T?nh ??ng Nai,713,70703,Th? xã Ph??c Long,71,70703071,Ph??ng Ph??c Bình,,
2635,28,T?nh ??ng Nai,713,70703,Th? xã Ph??c Long,72,70703072,Ph??ng Ph??c Long,,
2636,28,T?nh ??ng Nai,713,70716,Huy?n Phú Ri?ng,73,70716073,Xã Bình Tân,,
2637,28,T?nh ??ng Nai,713,70716,Huy?n Phú Ri?ng,74,70716074,Xã Long Hà,,
2638,28,T?nh ??ng Nai,713,70716,Huy?n Phú Ri?ng,75,70716075,Xã Phú Ri?ng,,
2639,28,T?nh ??ng Nai,713,70716,Huy?n Phú Ri?ng,76,70716076,Xã Phú Trung,,
2640,28,T?nh ??ng Nai,713,70711,Thành ph? ??ng Xoài,77,70711077,Ph??ng ??ng Xoài,,
2641,28,T?nh ??ng Nai,713,70711,Thành ph? ??ng Xoài,78,70711078,Ph??ng Bình Ph??c,,
2642,28,T?nh ??ng Nai,713,70701,Huy?n ??ng Phú,79,70701079,Xã Thu?n L?i,,
2643,28,T?nh ??ng Nai,713,70701,Huy?n ??ng Phú,80,70701080,Xã ??ng Tâm,,
2644,28,T?nh ??ng Nai,713,70701,Huy?n ??ng Phú,81,70701081,Xã Tân L?i,,
2645,28,T?nh ??ng Nai,713,70701,Huy?n ??ng Phú,82,70701082,Xã ??ng Phú,,
2646,28,T?nh ??ng Nai,713,70707,Huy?n Bù ??ng,83,70707083,Xã Ph??c S?n,,
2647,28,T?nh ??ng Nai,713,70707,Huy?n Bù ??ng,84,70707084,Xã Ngh?a Trung,,
2648,28,T?nh ??ng Nai,713,70707,Huy?n Bù ??ng,85,70707085,Xã Bù ??ng,,
2649,28,T?nh ??ng Nai,713,70707,Huy?n Bù ??ng,86,70707086,Xã Th? S?n,,
2650,28,T?nh ??ng Nai,713,70707,Huy?n Bù ??ng,87,70707087,Xã ?ak Nhau,,
2651,28,T?nh ??ng Nai,713,70707,Huy?n Bù ??ng,88,70707088,Xã Bom Bo,,
2652,28,T?nh ??ng Nai,713,71301,Thành ph? Biên Hoà,89,71301089,Ph??ng Tam Ph??c,,
2653,28,T?nh ??ng Nai,713,71301,Thành ph? Biên Hoà,90,71301090,Ph??ng Ph??c Tân,,
2654,28,T?nh ??ng Nai,713,71305,Huy?n ??nh Quán,91,71305091,Xã Thanh S?n,,
2655,28,T?nh ??ng Nai,713,71303,Huy?n Tân Phú,92,71303092,Xã ?ak Lua,,
2656,28,T?nh ??ng Nai,713,71307,Huy?n V?nh C?u,93,71307093,Xã Phú Lý,,
2657,28,T?nh ??ng Nai,713,70715,Huy?n Bù Gia M?p,94,70715094,Xã Bù Gia M?p,,
2658,28,T?nh ??ng Nai,713,70715,Huy?n Bù Gia M?p,95,70715095,Xã ??k ?,,
2695,29,Tp H? Chí Minh,701,71701,Thành ph? V?ng Tàu,1,71701001,Ph??ng V?ng Tàu,,
2696,29,Tp H? Chí Minh,701,71701,Thành ph? V?ng Tàu,2,71701002,Ph??ng Tam Th?ng,,
2697,29,Tp H? Chí Minh,701,71701,Thành ph? V?ng Tàu,3,71701003,Ph??ng R?ch D?a,,
2698,29,Tp H? Chí Minh,701,71701,Thành ph? V?ng Tàu,4,71701004,Ph??ng Ph??c Th?ng,,
2699,29,Tp H? Chí Minh,701,71703,Thành ph? Bà R?a,5,71703005,Ph??ng Bà R?a,,
2700,29,Tp H? Chí Minh,701,71703,Thành ph? Bà R?a,6,71703006,Ph??ng Long H??ng,,
2701,29,Tp H? Chí Minh,701,71709,Thành ph? Phú M?,7,71709007,Ph??ng Phú M?,,
2702,29,Tp H? Chí Minh,701,71703,Thành ph? Bà R?a,8,71703008,Ph??ng Tam Long,,
2703,29,Tp H? Chí Minh,701,71709,Thành ph? Phú M?,9,71709009,Ph??ng Tân Thành,,
2704,29,Tp H? Chí Minh,701,71709,Thành ph? Phú M?,10,71709010,Ph??ng Tân Ph??c,,
2705,29,Tp H? Chí Minh,701,71709,Thành ph? Phú M?,11,71709011,Ph??ng Tân H?i,,
2706,29,Tp H? Chí Minh,701,71709,Thành ph? Phú M?,12,71709012,Xã Châu Pha,,
2707,29,Tp H? Chí Minh,701,71705,Huy?n Châu ??c,13,71705013,Xã Ngãi Giao,,
2708,29,Tp H? Chí Minh,701,71705,Huy?n Châu ??c,14,71705014,Xã Bình Giã,,
2709,29,Tp H? Chí Minh,701,71705,Huy?n Châu ??c,15,71705015,Xã Kim Long,,
2710,29,Tp H? Chí Minh,701,71705,Huy?n Châu ??c,16,71705016,Xã Châu ??c,,
2711,29,Tp H? Chí Minh,701,71705,Huy?n Châu ??c,17,71705017,Xã Xuân S?n,,
2712,29,Tp H? Chí Minh,701,71705,Huy?n Châu ??c,18,71705018,Xã Ngh?a Thành,,
2713,29,Tp H? Chí Minh,701,71707,Huy?n Xuyên M?c,19,71707019,Xã H? Tràm,,
2714,29,Tp H? Chí Minh,701,71707,Huy?n Xuyên M?c,20,71707020,Xã Xuyên M?c,,
2715,29,Tp H? Chí Minh,701,71707,Huy?n Xuyên M?c,21,71707021,Xã Hòa H?i,,
2716,29,Tp H? Chí Minh,701,71707,Huy?n Xuyên M?c,22,71707022,Xã Bàu Lâm,,
2717,29,Tp H? Chí Minh,701,71712,Huy?n Long ??t,23,71712023,Xã Ph??c H?i,,
2718,29,Tp H? Chí Minh,701,71712,Huy?n Long ??t,24,71712024,Xã Long H?i,,
2719,29,Tp H? Chí Minh,701,71712,Huy?n Long ??t,25,71712025,Xã ??t ?o?,,
2720,29,Tp H? Chí Minh,701,71712,Huy?n Long ??t,26,71712026,Xã Long ?i?n,,
2721,29,Tp H? Chí Minh,701,71713,Huy?n Côn ??o,27,71713027,??c khu Côn ??o,,
2659,29,Tp H? Chí Minh,701,71109,Thành ph? D? An,28,71109028,Ph??ng ?ông Hoà,,
2660,29,Tp H? Chí Minh,701,71109,Thành ph? D? An,29,71109029,Ph??ng D? An,,
2661,29,Tp H? Chí Minh,701,71109,Thành ph? D? An,30,71109030,Ph??ng Tân ?ông Hi?p,,
2662,29,Tp H? Chí Minh,701,71107,Thành ph? Thu?n An,31,71107031,Ph??ng Thu?n An,,
2663,29,Tp H? Chí Minh,701,71107,Thành ph? Thu?n An,32,71107032,Ph??ng Thu?n Giao,,
2664,29,Tp H? Chí Minh,701,71107,Thành ph? Thu?n An,33,71107033,Ph??ng Bình Hoà,,
2665,29,Tp H? Chí Minh,701,71107,Thành ph? Thu?n An,34,71107034,Ph??ng Lái Thiêu,,
2666,29,Tp H? Chí Minh,701,71107,Thành ph? Thu?n An,35,71107035,Ph??ng An Phú,,
2667,29,Tp H? Chí Minh,701,71101,Thành ph? Th? D?u M?t,36,71101036,Ph??ng Bình D??ng,,
2668,29,Tp H? Chí Minh,701,71101,Thành ph? Th? D?u M?t,37,71101037,Ph??ng Chánh Hi?p,,
2669,29,Tp H? Chí Minh,701,71101,Thành ph? Th? D?u M?t,38,71101038,Ph??ng Th? D?u M?t,,
2670,29,Tp H? Chí Minh,701,71101,Thành ph? Th? D?u M?t,39,71101039,Ph??ng Phú L?i,,
2671,29,Tp H? Chí Minh,701,71105,Thành ph? Tân Uyên,40,71105040,Ph??ng V?nh Tân,,
2672,29,Tp H? Chí Minh,701,71105,Thành ph? Tân Uyên,41,71105041,Ph??ng Bình C?,,
2673,29,Tp H? Chí Minh,701,71105,Thành ph? Tân Uyên,42,71105042,Ph??ng Tân Uyên,,
2674,29,Tp H? Chí Minh,701,71105,Thành ph? Tân Uyên,43,71105043,Ph??ng Tân Hi?p,,
2675,29,Tp H? Chí Minh,701,71105,Thành ph? Tân Uyên,44,71105044,Ph??ng Tân Khánh,,
2676,29,Tp H? Chí Minh,701,71103,Thành ph? B?n Cát,45,71103045,Ph??ng Hoà L?i,,
2677,29,Tp H? Chí Minh,701,71101,Thành ph? Th? D?u M?t,46,71101046,Ph??ng Phú An,,
2678,29,Tp H? Chí Minh,701,71113,Huy?n D?u Ti?ng,47,71113047,Ph??ng Tây Nam,,
2679,29,Tp H? Chí Minh,701,71115,Huy?n Bàu Bàng,48,71115048,Ph??ng Long Nguyên,,
2680,29,Tp H? Chí Minh,701,71115,Huy?n Bàu Bàng,49,71115049,Ph??ng B?n Cát,,
2681,29,Tp H? Chí Minh,701,71115,Huy?n Bàu Bàng,50,71115050,Ph??ng Chánh Phú Hoà,,
2682,29,Tp H? Chí Minh,701,71117,Huy?n B?c Tân Uyên,51,71117051,Xã B?c Tân Uyên,,
2683,29,Tp H? Chí Minh,701,71117,Huy?n B?c Tân Uyên,52,71117052,Xã Th??ng Tân,,
2684,29,Tp H? Chí Minh,701,71111,Huy?n Phú Giáo,53,71111053,Xã An Long,,
2685,29,Tp H? Chí Minh,701,71111,Huy?n Phú Giáo,54,71111054,Xã Ph??c Thành,,
2686,29,Tp H? Chí Minh,701,71111,Huy?n Phú Giáo,55,71111055,Xã Ph??c Hoà,,
2687,29,Tp H? Chí Minh,701,71111,Huy?n Phú Giáo,56,71111056,Xã Phú Giáo,,
2688,29,Tp H? Chí Minh,701,71115,Huy?n Bàu Bàng,57,71115057,Xã Tr? V?n Th?,,
2689,29,Tp H? Chí Minh,701,71115,Huy?n Bàu Bàng,58,71115058,Xã Bàu Bàng,,
2690,29,Tp H? Chí Minh,701,71113,Huy?n D?u Ti?ng,59,71113059,Xã Minh Th?nh,,
2691,29,Tp H? Chí Minh,701,71113,Huy?n D?u Ti?ng,60,71113060,Xã Long Hoà,,
2692,29,Tp H? Chí Minh,701,71113,Huy?n D?u Ti?ng,61,71113061,Xã D?u Ti?ng,,
2693,29,Tp H? Chí Minh,701,71113,Huy?n D?u Ti?ng,62,71113062,Xã Thanh An,,
2722,29,Tp H? Chí Minh,701,70101,Qu?n 1,63,70101063,Ph??ng Sài Gòn,,
2723,29,Tp H? Chí Minh,701,70101,Qu?n 1,64,70101064,Ph??ng Tân ??nh,,
2724,29,Tp H? Chí Minh,701,70101,Qu?n 1,65,70101065,Ph??ng B?n Thành,,
2725,29,Tp H? Chí Minh,701,70101,Qu?n 1,66,70101066,Ph??ng C?u Ông Lãnh,,
2726,29,Tp H? Chí Minh,701,70105,Qu?n 3,67,70105067,Ph??ng Bàn C?,,
2727,29,Tp H? Chí Minh,701,70105,Qu?n 3,68,70105068,Ph??ng Xuân Hoà,,
2728,29,Tp H? Chí Minh,701,70105,Qu?n 3,69,70105069,Ph??ng Nhiêu L?c,,
2729,29,Tp H? Chí Minh,701,70107,Qu?n 4,70,70107070,Ph??ng Xóm Chi?u,,
2730,29,Tp H? Chí Minh,701,70107,Qu?n 4,71,70107071,Ph??ng Khánh H?i,,
2731,29,Tp H? Chí Minh,701,70107,Qu?n 4,72,70107072,Ph??ng V?nh H?i,,
2732,29,Tp H? Chí Minh,701,70109,Qu?n 5,73,70109073,Ph??ng Ch? Quán,,
2733,29,Tp H? Chí Minh,701,70109,Qu?n 5,74,70109074,Ph??ng An ?ông,,
2734,29,Tp H? Chí Minh,701,70109,Qu?n 5,75,70109075,Ph??ng Ch? L?n,,
2735,29,Tp H? Chí Minh,701,70111,Qu?n 6,76,70111076,Ph??ng Bình Tây,,
2736,29,Tp H? Chí Minh,701,70111,Qu?n 6,77,70111077,Ph??ng Bình Tiên,,
2737,29,Tp H? Chí Minh,701,70111,Qu?n 6,78,70111078,Ph??ng Bình Phú,,
2738,29,Tp H? Chí Minh,701,70111,Qu?n 6,79,70111079,Ph??ng Phú Lâm,,
2739,29,Tp H? Chí Minh,701,70113,Qu?n 7,80,70113080,Ph??ng Tân Thu?n,,
2740,29,Tp H? Chí Minh,701,70113,Qu?n 7,81,70113081,Ph??ng Phú Thu?n,,
2741,29,Tp H? Chí Minh,701,70113,Qu?n 7,82,70113082,Ph??ng Tân M?,,
2742,29,Tp H? Chí Minh,701,70113,Qu?n 7,83,70113083,Ph??ng Tân H?ng,,
2743,29,Tp H? Chí Minh,701,70115,Qu?n 8,84,70115084,Ph??ng Chánh H?ng,,
2744,29,Tp H? Chí Minh,701,70115,Qu?n 8,85,70115085,Ph??ng Phú ??nh,,
2745,29,Tp H? Chí Minh,701,70115,Qu?n 8,86,70115086,Ph??ng Bình ?ông,,
2746,29,Tp H? Chí Minh,701,70119,Qu?n 10,87,70119087,Ph??ng Diên H?ng,,
2747,29,Tp H? Chí Minh,701,70119,Qu?n 10,88,70119088,Ph??ng V??n Lài,,
2748,29,Tp H? Chí Minh,701,70119,Qu?n 10,89,70119089,Ph??ng Hoà H?ng,,
2749,29,Tp H? Chí Minh,701,70121,Qu?n 11,90,70121090,Ph??ng Minh Ph?ng,,
2750,29,Tp H? Chí Minh,701,70121,Qu?n 11,91,70121091,Ph??ng Bình Th?i,,
2751,29,Tp H? Chí Minh,701,70121,Qu?n 11,92,70121092,Ph??ng Hoà Bình,,
2752,29,Tp H? Chí Minh,701,70121,Qu?n 11,93,70121093,Ph??ng Phú Th?,,
2753,29,Tp H? Chí Minh,701,70123,Qu?n 12,94,70123094,Ph??ng ?ông H?ng Thu?n,,
2754,29,Tp H? Chí Minh,701,70123,Qu?n 12,95,70123095,Ph??ng Trung M? Tây,,
2755,29,Tp H? Chí Minh,701,70123,Qu?n 12,96,70123096,Ph??ng Tân Th?i Hi?p,,
2756,29,Tp H? Chí Minh,701,70123,Qu?n 12,97,70123097,Ph??ng Th?i An,,
2757,29,Tp H? Chí Minh,701,70123,Qu?n 12,98,70123098,Ph??ng An Phú ?ông,,
2758,29,Tp H? Chí Minh,701,70134,Qu?n Bình Tân,99,70134099,Ph??ng An L?c,,
2759,29,Tp H? Chí Minh,701,70134,Qu?n Bình Tân,100,70134100,Ph??ng Tân T?o,,
2760,29,Tp H? Chí Minh,701,70134,Qu?n Bình Tân,101,70134101,Ph??ng Bình Tân,,
2761,29,Tp H? Chí Minh,701,70134,Qu?n Bình Tân,102,70134102,Ph??ng Bình Tr? ?ông,,
2762,29,Tp H? Chí Minh,701,70134,Qu?n Bình Tân,103,70134103,Ph??ng Bình H?ng Hoà,,
2763,29,Tp H? Chí Minh,701,70129,Qu?n Bình Th?nh,104,70129104,Ph??ng Gia ??nh,,
2764,29,Tp H? Chí Minh,701,70129,Qu?n Bình Th?nh,105,70129105,Ph??ng Bình Th?nh,,
2765,29,Tp H? Chí Minh,701,70129,Qu?n Bình Th?nh,106,70129106,Ph??ng Bình L?i Trung,,
2766,29,Tp H? Chí Minh,701,70129,Qu?n Bình Th?nh,107,70129107,Ph??ng Th?nh M? Tây,,
2767,29,Tp H? Chí Minh,701,70129,Qu?n Bình Th?nh,108,70129108,Ph??ng Bình Qu?i,,
2768,29,Tp H? Chí Minh,701,70125,Qu?n Gò V?p,109,70125109,Ph??ng H?nh Thông,,
2769,29,Tp H? Chí Minh,701,70125,Qu?n Gò V?p,110,70125110,Ph??ng An Nh?n,,
2770,29,Tp H? Chí Minh,701,70125,Qu?n Gò V?p,111,70125111,Ph??ng Gò V?p,,
2771,29,Tp H? Chí Minh,701,70125,Qu?n Gò V?p,112,70125112,Ph??ng An H?i ?ông,,
2772,29,Tp H? Chí Minh,701,70125,Qu?n Gò V?p,113,70125113,Ph??ng Thông Tây H?i,,
2773,29,Tp H? Chí Minh,701,70125,Qu?n Gò V?p,114,70125114,Ph??ng An H?i Tây,,
2774,29,Tp H? Chí Minh,701,70131,Qu?n Phú Nhu?n,115,70131115,Ph??ng ??c Nhu?n,,
2775,29,Tp H? Chí Minh,701,70131,Qu?n Phú Nhu?n,116,70131116,Ph??ng C?u Ki?u,,
2776,29,Tp H? Chí Minh,701,70131,Qu?n Phú Nhu?n,117,70131117,Ph??ng Phú Nhu?n,,
2777,29,Tp H? Chí Minh,701,70127,Qu?n Tân Bình,118,70127118,Ph??ng Tân S?n Hoà,,
2778,29,Tp H? Chí Minh,701,70127,Qu?n Tân Bình,119,70127119,Ph??ng Tân S?n Nh?t,,
2779,29,Tp H? Chí Minh,701,70127,Qu?n Tân Bình,120,70127120,Ph??ng Tân Hoà,,
2780,29,Tp H? Chí Minh,701,70127,Qu?n Tân Bình,121,70127121,Ph??ng B?y Hi?n,,
2781,29,Tp H? Chí Minh,701,70127,Qu?n Tân Bình,122,70127122,Ph??ng Tân Bình,,
2782,29,Tp H? Chí Minh,701,70127,Qu?n Tân Bình,123,70127123,Ph??ng Tân S?n,,
2783,29,Tp H? Chí Minh,701,70128,Qu?n Tân Phú,124,70128124,Ph??ng Tây Th?nh,,
2784,29,Tp H? Chí Minh,701,70128,Qu?n Tân Phú,125,70128125,Ph??ng Tân S?n Nhì,,
2785,29,Tp H? Chí Minh,701,70128,Qu?n Tân Phú,126,70128126,Ph??ng Phú Th? Hoà,,
2786,29,Tp H? Chí Minh,701,70128,Qu?n Tân Phú,127,70128127,Ph??ng Tân Phú,,
2787,29,Tp H? Chí Minh,701,70128,Qu?n Tân Phú,128,70128128,Ph??ng Phú Th?nh,,
2788,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,129,70145129,Ph??ng Hi?p Bình,,
2789,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,130,70145130,Ph??ng Th? ??c,,
2790,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,131,70145131,Ph??ng Tam Bình,,
2791,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,132,70145132,Ph??ng Linh Xuân,,
2792,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,133,70145133,Ph??ng T?ng Nh?n Phú,,
2793,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,134,70145134,Ph??ng Long Bình,,
2794,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,135,70145135,Ph??ng Long Ph??c,,
2795,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,136,70145136,Ph??ng Long Tr??ng,,
2796,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,137,70145137,Ph??ng Cát Lái,,
2797,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,138,70145138,Ph??ng Bình Tr?ng,,
2798,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,139,70145139,Ph??ng Ph??c Long,,
2799,29,Tp H? Chí Minh,701,70145,Thành ph? Th? ??c,140,70145140,Ph??ng An Khánh,,
2800,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,141,70139141,Xã V?nh L?c,,
2801,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,142,70139142,Xã Tân V?nh L?c,,
2802,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,143,70139143,Xã Bình L?i,,
2803,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,144,70139144,Xã Tân Nh?t,,
2804,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,145,70139145,Xã Bình Chánh,,
2805,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,146,70139146,Xã H?ng Long,,
2806,29,Tp H? Chí Minh,701,70139,Huy?n Bình Chánh,147,70139147,Xã Bình H?ng,,
2807,29,Tp H? Chí Minh,701,70143,Huy?n C?n Gi?,148,70143148,Xã Bình Khánh,,
2808,29,Tp H? Chí Minh,701,70143,Huy?n C?n Gi?,149,70143149,Xã An Th?i ?ông,,
2809,29,Tp H? Chí Minh,701,70143,Huy?n C?n Gi?,150,70143150,Xã C?n Gi?,,
2810,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,151,70135151,Xã C? Chi,,
2811,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,152,70135152,Xã Tân An H?i,,
2812,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,153,70135153,Xã Thái M?,,
2813,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,154,70135154,Xã An Nh?n Tây,,
2814,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,155,70135155,Xã Nhu?n ??c,,
2815,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,156,70135156,Xã Phú Hoà ?ông,,
2816,29,Tp H? Chí Minh,701,70135,Huy?n C? Chi,157,70135157,Xã Bình M?,,
2817,29,Tp H? Chí Minh,701,70137,Huy?n Hóc Môn,158,70137158,Xã ?ông Th?nh,,
2818,29,Tp H? Chí Minh,701,70137,Huy?n Hóc Môn,159,70137159,Xã Hóc Môn,,
2819,29,Tp H? Chí Minh,701,70137,Huy?n Hóc Môn,160,70137160,Xã Xuân Th?i S?n,,
2820,29,Tp H? Chí Minh,701,70137,Huy?n Hóc Môn,161,70137161,Xã Bà ?i?m,,
2821,29,Tp H? Chí Minh,701,70141,Huy?n Nhà Bè,162,70141162,Xã Nhà Bè,,
2822,29,Tp H? Chí Minh,701,70141,Huy?n Nhà Bè,163,70141163,Xã Hi?p Ph??c,,
2823,29,Tp H? Chí Minh,701,71701,Thành ph? V?ng Tàu,164,71701164,Xã Long S?n,,
2824,29,Tp H? Chí Minh,701,71707,Huy?n Xuyên M?c,165,71707165,Xã Hòa Hi?p,,
2825,29,Tp H? Chí Minh,701,71707,Huy?n Xuyên M?c,166,71707166,Xã Bình Châu,,
2694,29,Tp H? Chí Minh,701,71103,Thành ph? B?n Cát,167,71103167,Ph??ng Th?i Hoà,,
2826,29,Tp H? Chí Minh,701,70143,Huy?n C?n Gi?,168,70143168,Xã Th?nh An,,
2875,30,T?nh V?nh Long,809,81701,Thành ph? Trà Vinh,1,81701037,Ph??ng Trà Vinh,,
2916,30,T?nh V?nh Long,809,80905,Huy?n Mang Thít,1,80905001,Xã Cái Nhum,,
2876,30,T?nh V?nh Long,809,81701,Thành ph? Trà Vinh,2,81701036,Ph??ng Long ??c,,
2917,30,T?nh V?nh Long,809,80905,Huy?n Mang Thít,2,80905002,Xã Tân Long H?i,,
2877,30,T?nh V?nh Long,809,81701,Thành ph? Trà Vinh,3,81701038,Ph??ng Nguy?t Hóa,,
